,gene,name,total,max1,max3
39243,ENSG00000279217,somethw,-1.0,-1.0,-1.0
39244,ENSG00000242281,somethw,-1.0,-1.0,-1.0
39245,ENSG00000265007,somethw,-1.0,-1.0,-1.0
39246,ENSG00000212521,somethw,-1.0,-1.0,-1.0
39247,ENSG00000251965,somethw,-1.0,-1.0,-1.0
39248,ENSG00000180723,somethw,-1.0,-1.0,-1.0
39249,ENSG00000180592,somethw,-1.0,-1.0,-1.0
39250,ENSG00000256314,somethw,-1.0,-1.0,-1.0
39251,ENSG00000261765,somethw,-1.0,-1.0,-1.0
39252,ENSG00000267203,somethw,-1.0,-1.0,-1.0
39253,ENSG00000227071,somethw,-1.0,-1.0,-1.0
39254,ENSG00000258716,somethw,-1.0,-1.0,-1.0
39255,ENSG00000100902,somethw,-1.0,-1.0,-1.0
39256,ENSG00000168824,somethw,-1.0,-1.0,-1.0
39257,ENSG00000254416,somethw,-1.0,-1.0,-1.0
39258,ENSG00000134873,somethw,-1.0,-1.0,-1.0
39259,ENSG00000276961,somethw,-1.0,-1.0,-1.0
39260,ENSG00000211790,somethw,-1.0,-1.0,-1.0
39261,ENSG00000224029,somethw,-1.0,-1.0,-1.0
39262,ENSG00000266502,somethw,-1.0,-1.0,-1.0
39263,ENSG00000154639,somethw,-1.0,-1.0,-1.0
39264,ENSG00000200108,somethw,-1.0,-1.0,-1.0
39265,ENSG00000232922,somethw,-1.0,-1.0,-1.0
39266,ENSG00000173809,somethw,-1.0,-1.0,-1.0
39267,ENSG00000240959,somethw,-1.0,-1.0,-1.0
39268,ENSG00000261313,somethw,-1.0,-1.0,-1.0
39269,ENSG00000249277,somethw,-1.0,-1.0,-1.0
39270,ENSG00000265595,somethw,-1.0,-1.0,-1.0
39271,ENSG00000232954,somethw,-1.0,-1.0,-1.0
39272,ENSG00000270571,somethw,-1.0,-1.0,-1.0
39273,ENSG00000254160,somethw,-1.0,-1.0,-1.0
39274,ENSG00000149599,somethw,-1.0,-1.0,-1.0
39275,ENSG00000143418,somethw,-1.0,-1.0,-1.0
39276,ENSG00000272304,somethw,-1.0,-1.0,-1.0
39277,ENSG00000133704,somethw,-1.0,-1.0,-1.0
39278,ENSG00000266335,somethw,-1.0,-1.0,-1.0
39279,ENSG00000274226,somethw,-1.0,-1.0,-1.0
39280,ENSG00000198393,somethw,-1.0,-1.0,-1.0
39281,ENSG00000267604,somethw,-1.0,-1.0,-1.0
39282,ENSG00000158352,somethw,-1.0,-1.0,-1.0
39283,ENSG00000237975,somethw,-1.0,-1.0,-1.0
39284,ENSG00000221091,somethw,-1.0,-1.0,-1.0
39285,ENSG00000252640,somethw,-1.0,-1.0,-1.0
39286,ENSG00000200095,somethw,-1.0,-1.0,-1.0
39287,ENSG00000121390,somethw,-1.0,-1.0,-1.0
39288,ENSG00000002726,somethw,-1.0,-1.0,-1.0
39289,ENSG00000165462,somethw,-1.0,-1.0,-1.0
39290,ENSG00000234878,somethw,-1.0,-1.0,-1.0
39291,ENSG00000241749,somethw,-1.0,-1.0,-1.0
39292,ENSG00000231134,somethw,-1.0,-1.0,-1.0
39293,ENSG00000207158,somethw,-1.0,-1.0,-1.0
39294,ENSG00000200089,somethw,-1.0,-1.0,-1.0
39295,ENSG00000253116,somethw,-1.0,-1.0,-1.0
39296,ENSG00000278572,somethw,-1.0,-1.0,-1.0
39297,ENSG00000234792,somethw,-1.0,-1.0,-1.0
39298,ENSG00000110786,somethw,-1.0,-1.0,-1.0
39299,ENSG00000235672,somethw,-1.0,-1.0,-1.0
39300,ENSG00000274866,somethw,-1.0,-1.0,-1.0
39301,ENSG00000230831,somethw,-1.0,-1.0,-1.0
39302,ENSG00000241207,somethw,-1.0,-1.0,-1.0
39303,ENSG00000255179,somethw,-1.0,-1.0,-1.0
39304,ENSG00000200132,somethw,-1.0,-1.0,-1.0
39305,ENSG00000202142,somethw,-1.0,-1.0,-1.0
39306,ENSG00000115008,somethw,-1.0,-1.0,-1.0
39307,ENSG00000253159,somethw,-1.0,-1.0,-1.0
39308,ENSG00000130707,somethw,-1.0,-1.0,-1.0
39309,ENSG00000265421,somethw,-1.0,-1.0,-1.0
39310,ENSG00000160703,somethw,-1.0,-1.0,-1.0
39311,ENSG00000232860,somethw,-1.0,-1.0,-1.0
39312,ENSG00000259164,somethw,-1.0,-1.0,-1.0
39313,ENSG00000233820,somethw,-1.0,-1.0,-1.0
39314,ENSG00000264800,somethw,-1.0,-1.0,-1.0
39315,ENSG00000167548,somethw,-1.0,-1.0,-1.0
39316,ENSG00000239793,somethw,-1.0,-1.0,-1.0
39317,ENSG00000264781,somethw,-1.0,-1.0,-1.0
39318,ENSG00000272462,somethw,-1.0,-1.0,-1.0
39319,ENSG00000061936,somethw,-1.0,-1.0,-1.0
39320,ENSG00000178951,somethw,-1.0,-1.0,-1.0
39321,ENSG00000106460,somethw,-1.0,-1.0,-1.0
39322,ENSG00000200169,somethw,-1.0,-1.0,-1.0
39323,ENSG00000270371,somethw,-1.0,-1.0,-1.0
39324,ENSG00000215399,somethw,-1.0,-1.0,-1.0
39325,ENSG00000236592,somethw,-1.0,-1.0,-1.0
39326,ENSG00000250437,somethw,-1.0,-1.0,-1.0
39327,ENSG00000251977,somethw,-1.0,-1.0,-1.0
39328,ENSG00000220311,somethw,-1.0,-1.0,-1.0
39329,ENSG00000233776,somethw,-1.0,-1.0,-1.0
39330,ENSG00000239783,somethw,-1.0,-1.0,-1.0
39331,ENSG00000202422,somethw,-1.0,-1.0,-1.0
39332,ENSG00000152527,somethw,-1.0,-1.0,-1.0
39333,ENSG00000227337,somethw,-1.0,-1.0,-1.0
39334,ENSG00000254618,somethw,-1.0,-1.0,-1.0
39335,ENSG00000108518,somethw,-1.0,-1.0,-1.0
39336,ENSG00000224240,somethw,-1.0,-1.0,-1.0
39337,ENSG00000261308,somethw,-1.0,-1.0,-1.0
39338,ENSG00000256136,somethw,-1.0,-1.0,-1.0
39339,ENSG00000281269,somethw,-1.0,-1.0,-1.0
39340,ENSG00000260261,somethw,-1.0,-1.0,-1.0
39341,ENSG00000158417,somethw,-1.0,-1.0,-1.0
39342,ENSG00000108679,somethw,-1.0,-1.0,-1.0
39343,ENSG00000199805,somethw,-1.0,-1.0,-1.0
39344,ENSG00000233318,somethw,-1.0,-1.0,-1.0
39345,ENSG00000143595,somethw,-1.0,-1.0,-1.0
39346,ENSG00000187097,somethw,-1.0,-1.0,-1.0
39347,ENSG00000255467,somethw,-1.0,-1.0,-1.0
39348,ENSG00000263325,somethw,-1.0,-1.0,-1.0
39349,ENSG00000258777,somethw,-1.0,-1.0,-1.0
39350,ENSG00000261236,somethw,-1.0,-1.0,-1.0
39351,ENSG00000229938,somethw,-1.0,-1.0,-1.0
39352,ENSG00000279201,somethw,-1.0,-1.0,-1.0
39353,ENSG00000249557,somethw,-1.0,-1.0,-1.0
39354,ENSG00000266541,somethw,-1.0,-1.0,-1.0
39355,ENSG00000178082,somethw,-1.0,-1.0,-1.0
39356,ENSG00000203872,somethw,-1.0,-1.0,-1.0
39357,ENSG00000214765,somethw,-1.0,-1.0,-1.0
39358,ENSG00000141854,somethw,-1.0,-1.0,-1.0
39359,ENSG00000224916,somethw,-1.0,-1.0,-1.0
39360,ENSG00000185000,somethw,-1.0,-1.0,-1.0
39361,ENSG00000176007,somethw,-1.0,-1.0,-1.0
39362,ENSG00000181392,somethw,-1.0,-1.0,-1.0
39363,ENSG00000146005,somethw,-1.0,-1.0,-1.0
39364,ENSG00000250819,somethw,-1.0,-1.0,-1.0
39365,ENSG00000278944,somethw,-1.0,-1.0,-1.0
39366,ENSG00000250332,somethw,-1.0,-1.0,-1.0
39367,ENSG00000242428,somethw,-1.0,-1.0,-1.0
39368,ENSG00000226908,somethw,-1.0,-1.0,-1.0
39369,ENSG00000261438,somethw,-1.0,-1.0,-1.0
39370,ENSG00000241566,somethw,-1.0,-1.0,-1.0
39371,ENSG00000270393,somethw,-1.0,-1.0,-1.0
39372,ENSG00000224931,somethw,-1.0,-1.0,-1.0
39373,ENSG00000254837,somethw,-1.0,-1.0,-1.0
39374,ENSG00000236235,somethw,-1.0,-1.0,-1.0
39375,ENSG00000273415,somethw,-1.0,-1.0,-1.0
39376,ENSG00000100314,somethw,-1.0,-1.0,-1.0
39377,ENSG00000254200,somethw,-1.0,-1.0,-1.0
39378,ENSG00000111432,somethw,-1.0,-1.0,-1.0
39379,ENSG00000168582,somethw,-1.0,-1.0,-1.0
39380,ENSG00000117643,somethw,-1.0,-1.0,-1.0
39381,ENSG00000185155,somethw,-1.0,-1.0,-1.0
39382,ENSG00000271269,somethw,-1.0,-1.0,-1.0
39383,ENSG00000250167,somethw,-1.0,-1.0,-1.0
39384,ENSG00000227244,somethw,-1.0,-1.0,-1.0
39385,ENSG00000189068,somethw,-1.0,-1.0,-1.0
39386,ENSG00000272381,somethw,-1.0,-1.0,-1.0
39387,ENSG00000023572,somethw,-1.0,-1.0,-1.0
39388,ENSG00000224462,somethw,-1.0,-1.0,-1.0
39389,ENSG00000260152,somethw,-1.0,-1.0,-1.0
39390,ENSG00000114127,somethw,-1.0,-1.0,-1.0
39391,ENSG00000132005,somethw,-1.0,-1.0,-1.0
39392,ENSG00000230635,somethw,-1.0,-1.0,-1.0
39393,ENSG00000266828,somethw,-1.0,-1.0,-1.0
39394,ENSG00000213209,somethw,-1.0,-1.0,-1.0
39395,ENSG00000200422,somethw,-1.0,-1.0,-1.0
39396,ENSG00000269364,somethw,-1.0,-1.0,-1.0
39397,ENSG00000226889,somethw,-1.0,-1.0,-1.0
39398,ENSG00000230226,somethw,-1.0,-1.0,-1.0
39399,ENSG00000205414,somethw,-1.0,-1.0,-1.0
39400,ENSG00000228923,somethw,-1.0,-1.0,-1.0
39401,ENSG00000259155,somethw,-1.0,-1.0,-1.0
39402,ENSG00000260966,somethw,-1.0,-1.0,-1.0
39403,ENSG00000259884,somethw,-1.0,-1.0,-1.0
39404,ENSG00000260029,somethw,-1.0,-1.0,-1.0
39405,ENSG00000261175,somethw,-1.0,-1.0,-1.0
39406,ENSG00000138311,somethw,-1.0,-1.0,-1.0
39407,ENSG00000213215,somethw,-1.0,-1.0,-1.0
39408,ENSG00000128610,somethw,-1.0,-1.0,-1.0
39409,ENSG00000258823,somethw,-1.0,-1.0,-1.0
39410,ENSG00000185078,somethw,-1.0,-1.0,-1.0
39411,ENSG00000228290,somethw,-1.0,-1.0,-1.0
39412,ENSG00000251488,somethw,-1.0,-1.0,-1.0
39413,ENSG00000241362,somethw,-1.0,-1.0,-1.0
39414,ENSG00000253172,somethw,-1.0,-1.0,-1.0
39415,ENSG00000280725,somethw,-1.0,-1.0,-1.0
39416,ENSG00000230904,somethw,-1.0,-1.0,-1.0
39417,ENSG00000187997,somethw,-1.0,-1.0,-1.0
39418,ENSG00000211872,somethw,-1.0,-1.0,-1.0
39419,ENSG00000258558,somethw,-1.0,-1.0,-1.0
39420,ENSG00000253913,somethw,-1.0,-1.0,-1.0
39421,ENSG00000167123,somethw,-1.0,-1.0,-1.0
39422,ENSG00000239713,somethw,-1.0,-1.0,-1.0
39423,ENSG00000146904,somethw,-1.0,-1.0,-1.0
39424,ENSG00000179023,somethw,-1.0,-1.0,-1.0
39425,ENSG00000168899,somethw,-1.0,-1.0,-1.0
39426,ENSG00000280739,somethw,-1.0,-1.0,-1.0
39427,ENSG00000228818,somethw,-1.0,-1.0,-1.0
39428,ENSG00000224374,somethw,-1.0,-1.0,-1.0
39429,ENSG00000225392,somethw,-1.0,-1.0,-1.0
39430,ENSG00000140471,somethw,-1.0,-1.0,-1.0
39431,ENSG00000231804,somethw,-1.0,-1.0,-1.0
39432,ENSG00000142534,somethw,-1.0,-1.0,-1.0
39433,ENSG00000268020,somethw,-1.0,-1.0,-1.0
39434,ENSG00000232064,somethw,-1.0,-1.0,-1.0
39435,ENSG00000250572,somethw,-1.0,-1.0,-1.0
39436,ENSG00000132334,somethw,-1.0,-1.0,-1.0
39437,ENSG00000268870,somethw,-1.0,-1.0,-1.0
39438,ENSG00000258578,somethw,-1.0,-1.0,-1.0
39439,ENSG00000251250,somethw,-1.0,-1.0,-1.0
39440,ENSG00000273299,somethw,-1.0,-1.0,-1.0
39441,ENSG00000229314,somethw,-1.0,-1.0,-1.0
39442,ENSG00000253491,somethw,-1.0,-1.0,-1.0
39443,ENSG00000257180,somethw,-1.0,-1.0,-1.0
39444,ENSG00000225558,somethw,-1.0,-1.0,-1.0
39445,ENSG00000235545,somethw,-1.0,-1.0,-1.0
39446,ENSG00000096070,somethw,-1.0,-1.0,-1.0
39447,ENSG00000251842,somethw,-1.0,-1.0,-1.0
39448,ENSG00000011304,somethw,-1.0,-1.0,-1.0
39449,ENSG00000258443,somethw,-1.0,-1.0,-1.0
39450,ENSG00000256811,somethw,-1.0,-1.0,-1.0
39451,ENSG00000265892,somethw,-1.0,-1.0,-1.0
39452,ENSG00000206725,somethw,-1.0,-1.0,-1.0
39453,ENSG00000135541,somethw,-1.0,-1.0,-1.0
39454,ENSG00000168685,somethw,-1.0,-1.0,-1.0
39455,ENSG00000197381,somethw,-1.0,-1.0,-1.0
39456,ENSG00000277043,somethw,-1.0,-1.0,-1.0
39457,ENSG00000231349,somethw,-1.0,-1.0,-1.0
39458,ENSG00000004897,somethw,-1.0,-1.0,-1.0
39459,ENSG00000135766,somethw,-1.0,-1.0,-1.0
39460,ENSG00000217483,somethw,-1.0,-1.0,-1.0
39461,ENSG00000128918,somethw,-1.0,-1.0,-1.0
39462,ENSG00000233819,somethw,-1.0,-1.0,-1.0
39463,ENSG00000254713,somethw,-1.0,-1.0,-1.0
39464,ENSG00000272799,somethw,-1.0,-1.0,-1.0
39465,ENSG00000225465,somethw,-1.0,-1.0,-1.0
39466,ENSG00000138758,somethw,-1.0,-1.0,-1.0
39467,ENSG00000258034,somethw,-1.0,-1.0,-1.0
39468,ENSG00000240393,somethw,-1.0,-1.0,-1.0
39469,ENSG00000112309,somethw,-1.0,-1.0,-1.0
39470,ENSG00000182866,somethw,-1.0,-1.0,-1.0
39471,ENSG00000183628,somethw,-1.0,-1.0,-1.0
39472,ENSG00000252745,somethw,-1.0,-1.0,-1.0
39473,ENSG00000103067,somethw,-1.0,-1.0,-1.0
39474,ENSG00000258584,somethw,-1.0,-1.0,-1.0
39475,ENSG00000267131,somethw,-1.0,-1.0,-1.0
39476,ENSG00000263460,somethw,-1.0,-1.0,-1.0
39477,ENSG00000256917,somethw,-1.0,-1.0,-1.0
39478,ENSG00000250053,somethw,-1.0,-1.0,-1.0
39479,ENSG00000271739,somethw,-1.0,-1.0,-1.0
39480,ENSG00000259048,somethw,-1.0,-1.0,-1.0
39481,ENSG00000279446,somethw,-1.0,-1.0,-1.0
39482,ENSG00000255115,somethw,-1.0,-1.0,-1.0
39483,ENSG00000254997,somethw,-1.0,-1.0,-1.0
39484,ENSG00000121931,somethw,-1.0,-1.0,-1.0
39485,ENSG00000140545,somethw,-1.0,-1.0,-1.0
39486,ENSG00000260630,somethw,-1.0,-1.0,-1.0
39487,ENSG00000261178,somethw,-1.0,-1.0,-1.0
39488,ENSG00000205424,somethw,-1.0,-1.0,-1.0
39489,ENSG00000275832,somethw,-1.0,-1.0,-1.0
39490,ENSG00000186076,somethw,-1.0,-1.0,-1.0
39491,ENSG00000252449,somethw,-1.0,-1.0,-1.0
39492,ENSG00000169220,somethw,-1.0,-1.0,-1.0
39493,ENSG00000256568,somethw,-1.0,-1.0,-1.0
39494,ENSG00000196943,somethw,-1.0,-1.0,-1.0
39495,ENSG00000121933,somethw,-1.0,-1.0,-1.0
39496,ENSG00000275429,somethw,-1.0,-1.0,-1.0
39497,ENSG00000279176,somethw,-1.0,-1.0,-1.0
39498,ENSG00000156469,somethw,-1.0,-1.0,-1.0
39499,ENSG00000221910,somethw,-1.0,-1.0,-1.0
39500,ENSG00000200742,somethw,-1.0,-1.0,-1.0
39501,ENSG00000224618,somethw,-1.0,-1.0,-1.0
39502,ENSG00000161970,somethw,-1.0,-1.0,-1.0
39503,ENSG00000258422,somethw,-1.0,-1.0,-1.0
39504,ENSG00000273443,somethw,-1.0,-1.0,-1.0
39505,ENSG00000177098,somethw,-1.0,-1.0,-1.0
39506,ENSG00000180340,somethw,-1.0,-1.0,-1.0
39507,ENSG00000272472,somethw,-1.0,-1.0,-1.0
39508,ENSG00000250984,somethw,-1.0,-1.0,-1.0
39509,ENSG00000109743,somethw,-1.0,-1.0,-1.0
39510,ENSG00000065526,somethw,-1.0,-1.0,-1.0
39511,ENSG00000251045,somethw,-1.0,-1.0,-1.0
39512,ENSG00000073598,somethw,-1.0,-1.0,-1.0
39513,ENSG00000126233,somethw,-1.0,-1.0,-1.0
39514,ENSG00000206549,somethw,-1.0,-1.0,-1.0
39515,ENSG00000270236,somethw,-1.0,-1.0,-1.0
39516,ENSG00000144635,somethw,-1.0,-1.0,-1.0
39517,ENSG00000235181,somethw,-1.0,-1.0,-1.0
39518,ENSG00000244065,somethw,-1.0,-1.0,-1.0
39519,ENSG00000253198,somethw,-1.0,-1.0,-1.0
39520,ENSG00000187123,somethw,-1.0,-1.0,-1.0
39521,ENSG00000268471,somethw,-1.0,-1.0,-1.0
39522,ENSG00000273974,somethw,-1.0,-1.0,-1.0
39523,ENSG00000244060,somethw,-1.0,-1.0,-1.0
39524,ENSG00000231357,somethw,-1.0,-1.0,-1.0
39525,ENSG00000252563,somethw,-1.0,-1.0,-1.0
39526,ENSG00000260853,somethw,-1.0,-1.0,-1.0
39527,ENSG00000225570,somethw,-1.0,-1.0,-1.0
39528,ENSG00000228824,somethw,-1.0,-1.0,-1.0
39529,ENSG00000241992,somethw,-1.0,-1.0,-1.0
39530,ENSG00000215151,somethw,-1.0,-1.0,-1.0
39531,ENSG00000172840,somethw,-1.0,-1.0,-1.0
39532,ENSG00000160593,somethw,-1.0,-1.0,-1.0
39533,ENSG00000231375,somethw,-1.0,-1.0,-1.0
39534,ENSG00000272693,somethw,-1.0,-1.0,-1.0
39535,ENSG00000234169,somethw,-1.0,-1.0,-1.0
39536,ENSG00000273979,somethw,-1.0,-1.0,-1.0
39537,ENSG00000125965,somethw,-1.0,-1.0,-1.0
39538,ENSG00000269970,somethw,-1.0,-1.0,-1.0
39539,ENSG00000132330,somethw,-1.0,-1.0,-1.0
39540,ENSG00000114349,somethw,-1.0,-1.0,-1.0
39541,ENSG00000250765,somethw,-1.0,-1.0,-1.0
39542,ENSG00000228355,somethw,-1.0,-1.0,-1.0
39543,ENSG00000270726,somethw,-1.0,-1.0,-1.0
39544,ENSG00000135175,somethw,-1.0,-1.0,-1.0
39545,ENSG00000234785,somethw,-1.0,-1.0,-1.0
39546,ENSG00000187091,somethw,-1.0,-1.0,-1.0
39547,ENSG00000207444,somethw,-1.0,-1.0,-1.0
39548,ENSG00000172671,somethw,-1.0,-1.0,-1.0
39549,ENSG00000276569,somethw,-1.0,-1.0,-1.0
39550,ENSG00000235042,somethw,-1.0,-1.0,-1.0
39551,ENSG00000236717,somethw,-1.0,-1.0,-1.0
39552,ENSG00000080802,somethw,-1.0,-1.0,-1.0
39553,ENSG00000264319,somethw,-1.0,-1.0,-1.0
39554,ENSG00000183186,somethw,-1.0,-1.0,-1.0
39555,ENSG00000166501,somethw,-1.0,-1.0,-1.0
39556,ENSG00000223977,somethw,-1.0,-1.0,-1.0
39557,ENSG00000246985,somethw,-1.0,-1.0,-1.0
39558,ENSG00000232105,somethw,-1.0,-1.0,-1.0
39559,ENSG00000188451,somethw,-1.0,-1.0,-1.0
39560,ENSG00000170688,somethw,-1.0,-1.0,-1.0
39561,ENSG00000218027,somethw,-1.0,-1.0,-1.0
39562,ENSG00000280309,somethw,-1.0,-1.0,-1.0
39563,ENSG00000236426,somethw,-1.0,-1.0,-1.0
39564,ENSG00000221628,somethw,-1.0,-1.0,-1.0
39565,ENSG00000229035,somethw,-1.0,-1.0,-1.0
39566,ENSG00000157152,somethw,-1.0,-1.0,-1.0
39567,ENSG00000228341,somethw,-1.0,-1.0,-1.0
39568,ENSG00000233110,somethw,-1.0,-1.0,-1.0
39569,ENSG00000184357,somethw,-1.0,-1.0,-1.0
39570,ENSG00000214525,somethw,-1.0,-1.0,-1.0
39571,ENSG00000212135,somethw,-1.0,-1.0,-1.0
39572,ENSG00000228240,somethw,-1.0,-1.0,-1.0
39573,ENSG00000270036,somethw,-1.0,-1.0,-1.0
39574,ENSG00000023191,somethw,-1.0,-1.0,-1.0
39575,ENSG00000176748,somethw,-1.0,-1.0,-1.0
39576,ENSG00000228153,somethw,-1.0,-1.0,-1.0
39577,ENSG00000227717,somethw,-1.0,-1.0,-1.0
39578,ENSG00000259460,somethw,-1.0,-1.0,-1.0
39579,ENSG00000271248,somethw,-1.0,-1.0,-1.0
39580,ENSG00000228149,somethw,-1.0,-1.0,-1.0
39581,ENSG00000168137,somethw,-1.0,-1.0,-1.0
39582,ENSG00000237072,somethw,-1.0,-1.0,-1.0
39583,ENSG00000240625,somethw,-1.0,-1.0,-1.0
39584,ENSG00000226199,somethw,-1.0,-1.0,-1.0
39585,ENSG00000224765,somethw,-1.0,-1.0,-1.0
39586,ENSG00000257302,somethw,-1.0,-1.0,-1.0
39587,ENSG00000146556,somethw,-1.0,-1.0,-1.0
39588,ENSG00000258760,somethw,-1.0,-1.0,-1.0
39589,ENSG00000248374,somethw,-1.0,-1.0,-1.0
39590,ENSG00000224630,somethw,-1.0,-1.0,-1.0
39591,ENSG00000013364,somethw,-1.0,-1.0,-1.0
39592,ENSG00000260445,somethw,-1.0,-1.0,-1.0
39593,ENSG00000220326,somethw,-1.0,-1.0,-1.0
39594,ENSG00000203783,somethw,-1.0,-1.0,-1.0
39595,ENSG00000141380,somethw,-1.0,-1.0,-1.0
39596,ENSG00000261181,somethw,-1.0,-1.0,-1.0
39597,ENSG00000235912,somethw,-1.0,-1.0,-1.0
39598,ENSG00000267244,somethw,-1.0,-1.0,-1.0
39599,ENSG00000207476,somethw,-1.0,-1.0,-1.0
39600,ENSG00000100987,somethw,-1.0,-1.0,-1.0
39601,ENSG00000228646,somethw,-1.0,-1.0,-1.0
39602,ENSG00000232119,somethw,-1.0,-1.0,-1.0
39603,ENSG00000237195,somethw,-1.0,-1.0,-1.0
39604,ENSG00000258193,somethw,-1.0,-1.0,-1.0
39605,ENSG00000254406,somethw,-1.0,-1.0,-1.0
39606,ENSG00000213443,somethw,-1.0,-1.0,-1.0
39607,ENSG00000260459,somethw,-1.0,-1.0,-1.0
39608,ENSG00000237457,somethw,-1.0,-1.0,-1.0
39609,ENSG00000275427,somethw,-1.0,-1.0,-1.0
39610,ENSG00000134278,somethw,-1.0,-1.0,-1.0
39611,ENSG00000138670,somethw,-1.0,-1.0,-1.0
39612,ENSG00000158109,somethw,-1.0,-1.0,-1.0
39613,ENSG00000047346,somethw,-1.0,-1.0,-1.0
39614,ENSG00000199015,somethw,-1.0,-1.0,-1.0
39615,ENSG00000131981,somethw,-1.0,-1.0,-1.0
39616,ENSG00000279423,somethw,-1.0,-1.0,-1.0
39617,ENSG00000236960,somethw,-1.0,-1.0,-1.0
39618,ENSG00000269040,somethw,-1.0,-1.0,-1.0
39619,ENSG00000223893,somethw,-1.0,-1.0,-1.0
39620,ENSG00000081181,somethw,-1.0,-1.0,-1.0
39621,ENSG00000251649,somethw,-1.0,-1.0,-1.0
39622,ENSG00000059588,somethw,-1.0,-1.0,-1.0
39623,ENSG00000170782,somethw,-1.0,-1.0,-1.0
39624,ENSG00000236701,somethw,-1.0,-1.0,-1.0
39625,ENSG00000213542,somethw,-1.0,-1.0,-1.0
39626,ENSG00000256667,somethw,-1.0,-1.0,-1.0
39627,ENSG00000099260,somethw,-1.0,-1.0,-1.0
39628,ENSG00000213315,somethw,-1.0,-1.0,-1.0
39629,ENSG00000134755,somethw,-1.0,-1.0,-1.0
39630,ENSG00000253196,somethw,-1.0,-1.0,-1.0
39631,ENSG00000276308,somethw,-1.0,-1.0,-1.0
39632,ENSG00000188010,somethw,-1.0,-1.0,-1.0
39633,ENSG00000228278,somethw,-1.0,-1.0,-1.0
39634,ENSG00000223540,somethw,-1.0,-1.0,-1.0
39635,ENSG00000180438,somethw,-1.0,-1.0,-1.0
39636,ENSG00000214178,somethw,-1.0,-1.0,-1.0
39637,ENSG00000240089,somethw,-1.0,-1.0,-1.0
39638,ENSG00000238049,somethw,-1.0,-1.0,-1.0
39639,ENSG00000212226,somethw,-1.0,-1.0,-1.0
39640,ENSG00000243581,somethw,-1.0,-1.0,-1.0
39641,ENSG00000275078,somethw,-1.0,-1.0,-1.0
39642,ENSG00000230879,somethw,-1.0,-1.0,-1.0
39643,ENSG00000256913,somethw,-1.0,-1.0,-1.0
39644,ENSG00000167861,somethw,-1.0,-1.0,-1.0
39645,ENSG00000238055,somethw,-1.0,-1.0,-1.0
39646,ENSG00000213453,somethw,-1.0,-1.0,-1.0
39647,ENSG00000274701,somethw,-1.0,-1.0,-1.0
39648,ENSG00000144744,somethw,-1.0,-1.0,-1.0
39649,ENSG00000252105,somethw,-1.0,-1.0,-1.0
39650,ENSG00000198492,somethw,-1.0,-1.0,-1.0
39651,ENSG00000221562,somethw,-1.0,-1.0,-1.0
39652,ENSG00000214142,somethw,-1.0,-1.0,-1.0
39653,ENSG00000272383,somethw,-1.0,-1.0,-1.0
39654,ENSG00000233823,somethw,-1.0,-1.0,-1.0
39655,ENSG00000275714,somethw,-1.0,-1.0,-1.0
39656,ENSG00000274408,somethw,-1.0,-1.0,-1.0
39657,ENSG00000201830,somethw,-1.0,-1.0,-1.0
39658,ENSG00000234350,somethw,-1.0,-1.0,-1.0
39659,ENSG00000227519,somethw,-1.0,-1.0,-1.0
39660,ENSG00000167863,somethw,-1.0,-1.0,-1.0
39661,ENSG00000275609,somethw,-1.0,-1.0,-1.0
39662,ENSG00000202388,somethw,-1.0,-1.0,-1.0
39663,ENSG00000052126,somethw,-1.0,-1.0,-1.0
39664,ENSG00000228157,somethw,-1.0,-1.0,-1.0
39665,ENSG00000186766,somethw,-1.0,-1.0,-1.0
39666,ENSG00000177951,somethw,-1.0,-1.0,-1.0
39667,ENSG00000174948,somethw,-1.0,-1.0,-1.0
39668,ENSG00000100926,somethw,-1.0,-1.0,-1.0
39669,ENSG00000168803,somethw,-1.0,-1.0,-1.0
39670,ENSG00000272533,somethw,-1.0,-1.0,-1.0
39671,ENSG00000213309,somethw,-1.0,-1.0,-1.0
39672,ENSG00000261029,somethw,-1.0,-1.0,-1.0
39673,ENSG00000209482,somethw,-1.0,-1.0,-1.0
39674,ENSG00000206973,somethw,-1.0,-1.0,-1.0
39675,ENSG00000213055,somethw,-1.0,-1.0,-1.0
39676,ENSG00000244083,somethw,-1.0,-1.0,-1.0
39677,ENSG00000126545,somethw,-1.0,-1.0,-1.0
39678,ENSG00000269957,somethw,-1.0,-1.0,-1.0
39679,ENSG00000135409,somethw,-1.0,-1.0,-1.0
39680,ENSG00000176746,somethw,-1.0,-1.0,-1.0
39681,ENSG00000235124,somethw,-1.0,-1.0,-1.0
39682,ENSG00000265991,somethw,-1.0,-1.0,-1.0
39683,ENSG00000172459,somethw,-1.0,-1.0,-1.0
39684,ENSG00000224243,somethw,-1.0,-1.0,-1.0
39685,ENSG00000225213,somethw,-1.0,-1.0,-1.0
39686,ENSG00000276161,somethw,-1.0,-1.0,-1.0
39687,ENSG00000202215,somethw,-1.0,-1.0,-1.0
39688,ENSG00000111913,somethw,-1.0,-1.0,-1.0
39689,ENSG00000212189,somethw,-1.0,-1.0,-1.0
39690,ENSG00000235060,somethw,-1.0,-1.0,-1.0
39691,ENSG00000089225,somethw,-1.0,-1.0,-1.0
39692,ENSG00000148296,somethw,-1.0,-1.0,-1.0
39693,ENSG00000261394,somethw,-1.0,-1.0,-1.0
